"","country","sub_region","cancer_site","sex","measure_type","age","p","life_exp_loss_years"
"1","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",40,0.86240715,34.079018
"2","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",41,0.86423065,33.328842
"3","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",42,0.86570557,32.557827
"4","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",43,0.86684013,31.773735
"5","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",44,0.86764755,30.977163
"6","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",45,0.86813599,30.18257
"7","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",46,0.8683049,29.379408
"8","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",47,0.86815926,28.573902
"9","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",48,0.867696,27.7537
"10","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",49,0.8669175,26.921415
"11","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",50,0.86583847,26.106693
"12","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",51,0.8644371,25.285963
"13","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",52,0.86270317,24.456419
"14","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",53,0.86065651,23.632574
"15","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",54,0.85827721,22.820843
"16","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",55,0.85554466,22.003681
"17","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",56,0.8524678,21.19338
"18","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",57,0.84903481,20.402395
"19","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",58,0.84521439,19.605633
"20","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",59,0.841008,18.817945
"21","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",60,0.8364077,18.037563
"22","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",61,0.831399,17.267712
"23","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",62,0.82596512,16.503407
"24","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",63,0.82011345,15.751811
"25","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",64,0.81387154,15.003806
"26","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",65,0.80749321,14.268619
"27","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",66,0.80129379,13.546867
"28","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",67,0.79560402,12.861289
"29","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",68,0.79071594,12.194568
"30","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",69,0.78694382,11.565401
"31","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",70,0.78453156,10.960958
"32","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",71,0.78372993,10.408978
"33","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",72,0.78456451,9.8727512
"34","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",73,0.78694405,9.3644924
"35","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",74,0.79055367,8.8872566
"36","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",75,0.7950914,8.4137211
"37","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",76,0.80029549,7.9449058
"38","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",77,0.80593536,7.4886074
"39","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",78,0.81172615,7.0488715
"40","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",79,0.8175148,6.6223044
"41","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",80,0.82308228,6.2190404
"42","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",81,0.82812294,5.8067775
"43","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",82,0.83272331,5.4296374
"44","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",83,0.83642204,5.0344148
"45","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",84,0.83964828,4.6906071
"46","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",85,0.8417662,4.3277941
"47","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",86,0.84326347,3.9926047
"48","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",87,0.84381927,3.6618927
"49","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",88,0.84402733,3.3617537
"50","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",89,0.84361191,3.0700209
"51","Denmark","All","Oesophagus (C15)","Males","Proportion of life lost",90,0.84270416,2.8215575
"52","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",40,0.87916733,37.954754
"53","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",41,0.87447662,36.898968
"54","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",42,0.86977165,35.85733
"55","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",43,0.86507019,34.826221
"56","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",44,0.86039337,33.807251
"57","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",45,0.85575851,32.803333
"58","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",46,0.85118431,31.80792
"59","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",47,0.84669731,30.825911
"60","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",48,0.8423217,29.869411
"61","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",49,0.83807091,28.929815
"62","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",50,0.83396965,28.005695
"63","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",51,0.83003601,27.09799
"64","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",52,0.82629517,26.2127
"65","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",53,0.82276199,25.339687
"66","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",54,0.81946106,24.486506
"67","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",55,0.81640907,23.659393
"68","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",56,0.8136232,22.85091
"69","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",57,0.81111923,22.060287
"70","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",58,0.8089106,21.282179
"71","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",59,0.80701752,20.526213
"72","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",60,0.80545937,19.789997
"73","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",61,0.80423424,19.071192
"74","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",62,0.80336258,18.36865
"75","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",63,0.80283531,17.68491
"76","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",64,0.80266243,17.008345
"77","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",65,0.80285301,16.345831
"78","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",66,0.80340714,15.698184
"79","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",67,0.80433189,15.059194
"80","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",68,0.80563362,14.425695
"81","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",69,0.80732101,13.811865
"82","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",70,0.80938957,13.210699
"83","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",71,0.81181114,12.619159
"84","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",72,0.81457138,12.03055
"85","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",73,0.81765785,11.449477
"86","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",74,0.82109283,10.895737
"87","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",75,0.82477455,10.343126
"88","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",76,0.82862213,9.7880592
"89","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",77,0.83263664,9.252923
"90","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",78,0.83675713,8.7441454
"91","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",79,0.84076218,8.2251148
"92","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",80,0.84477875,7.7341223
"93","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",81,0.84860268,7.2602496
"94","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",82,0.85224503,6.7908945
"95","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",83,0.85573135,6.3570685
"96","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",84,0.8589489,5.9471197
"97","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",85,0.86159981,5.5383191
"98","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",86,0.86367889,5.1262631
"99","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",87,0.86522766,4.7187028
"100","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",88,0.86663506,4.3561521
"101","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",89,0.86708405,3.9860563
"102","Denmark","All","Oesophagus (C15)","Females","Proportion of life lost",90,0.86746315,3.6531808
"103","Denmark","All","Stomach (C16)","Males","Proportion of life lost",40,0.69492989,27.46096
"104","Denmark","All","Stomach (C16)","Males","Proportion of life lost",41,0.69930328,26.968458
"105","Denmark","All","Stomach (C16)","Males","Proportion of life lost",42,0.70356209,26.459866
"106","Denmark","All","Stomach (C16)","Males","Proportion of life lost",43,0.70769287,25.940247
"107","Denmark","All","Stomach (C16)","Males","Proportion of life lost",44,0.71168762,25.409008
"108","Denmark","All","Stomach (C16)","Males","Proportion of life lost",45,0.71553497,24.877073
"109","Denmark","All","Stomach (C16)","Males","Proportion of life lost",46,0.71921684,24.334959
"110","Denmark","All","Stomach (C16)","Males","Proportion of life lost",47,0.72272079,23.787056
"111","Denmark","All","Stomach (C16)","Males","Proportion of life lost",48,0.72602844,23.222391
"112","Denmark","All","Stomach (C16)","Males","Proportion of life lost",49,0.72912804,22.642477
"113","Denmark","All","Stomach (C16)","Males","Proportion of life lost",50,0.73201973,22.0718
"114","Denmark","All","Stomach (C16)","Males","Proportion of life lost",51,0.73467171,21.49015
"115","Denmark","All","Stomach (C16)","Males","Proportion of life lost",52,0.73706367,20.894716
"116","Denmark","All","Stomach (C16)","Males","Proportion of life lost",53,0.73920166,20.297571
"117","Denmark","All","Stomach (C16)","Males","Proportion of life lost",54,0.74105965,19.70413
"118","Denmark","All","Stomach (C16)","Males","Proportion of life lost",55,0.74261017,19.099129
"119","Denmark","All","Stomach (C16)","Males","Proportion of life lost",56,0.74385094,18.493034
"120","Denmark","All","Stomach (C16)","Males","Proportion of life lost",57,0.74476158,17.896698
"121","Denmark","All","Stomach (C16)","Males","Proportion of life lost",58,0.74530312,17.288086
"122","Denmark","All","Stomach (C16)","Males","Proportion of life lost",59,0.74546463,16.680119
"123","Denmark","All","Stomach (C16)","Males","Proportion of life lost",60,0.74522614,16.071186
"124","Denmark","All","Stomach (C16)","Males","Proportion of life lost",61,0.74455681,15.464046
"125","Denmark","All","Stomach (C16)","Males","Proportion of life lost",62,0.7434201,14.854095
"126","Denmark","All","Stomach (C16)","Males","Proportion of life lost",63,0.74182404,14.248117
"127","Denmark","All","Stomach (C16)","Males","Proportion of life lost",64,0.73984894,13.639193
"128","Denmark","All","Stomach (C16)","Males","Proportion of life lost",65,0.73762268,13.033989
"129","Denmark","All","Stomach (C16)","Males","Proportion of life lost",66,0.73527916,12.430807
"130","Denmark","All","Stomach (C16)","Males","Proportion of life lost",67,0.73296516,11.848704
"131","Denmark","All","Stomach (C16)","Males","Proportion of life lost",68,0.73080406,11.270596
"132","Denmark","All","Stomach (C16)","Males","Proportion of life lost",69,0.72896103,10.71325
"133","Denmark","All","Stomach (C16)","Males","Proportion of life lost",70,0.72756737,10.165092
"134","Denmark","All","Stomach (C16)","Males","Proportion of life lost",71,0.72680534,9.6529446
"135","Denmark","All","Stomach (C16)","Males","Proportion of life lost",72,0.72675385,9.145277
"136","Denmark","All","Stomach (C16)","Males","Proportion of life lost",73,0.72760872,8.6584129
"137","Denmark","All","Stomach (C16)","Males","Proportion of life lost",74,0.72928398,8.1984749
"138","Denmark","All","Stomach (C16)","Males","Proportion of life lost",75,0.73169182,7.7428212
"139","Denmark","All","Stomach (C16)","Males","Proportion of life lost",76,0.73478104,7.2945137
"140","Denmark","All","Stomach (C16)","Males","Proportion of life lost",77,0.73851227,6.862124
"141","Denmark","All","Stomach (C16)","Males","Proportion of life lost",78,0.74277878,6.4501457
"142","Denmark","All","Stomach (C16)","Males","Proportion of life lost",79,0.74757858,6.0557842
"143","Denmark","All","Stomach (C16)","Males","Proportion of life lost",80,0.7528022,5.6880188
"144","Denmark","All","Stomach (C16)","Males","Proportion of life lost",81,0.75822968,5.3166876
"145","Denmark","All","Stomach (C16)","Males","Proportion of life lost",82,0.76395546,4.9812479
"146","Denmark","All","Stomach (C16)","Males","Proportion of life lost",83,0.76952606,4.6317687
"147","Denmark","All","Stomach (C16)","Males","Proportion of life lost",84,0.77527016,4.3309655
"148","Denmark","All","Stomach (C16)","Males","Proportion of life lost",85,0.78049667,4.0127873
"149","Denmark","All","Stomach (C16)","Males","Proportion of life lost",86,0.78552773,3.7192428
"150","Denmark","All","Stomach (C16)","Males","Proportion of life lost",87,0.78990837,3.4279373
"151","Denmark","All","Stomach (C16)","Males","Proportion of life lost",88,0.79404869,3.1626892
"152","Denmark","All","Stomach (C16)","Males","Proportion of life lost",89,0.79753242,2.9023314
"153","Denmark","All","Stomach (C16)","Males","Proportion of life lost",90,0.80033211,2.6796865
"154","Denmark","All","Stomach (C16)","Females","Proportion of life lost",40,0.80021172,34.546143
"155","Denmark","All","Stomach (C16)","Females","Proportion of life lost",41,0.80040436,33.773453
"156","Denmark","All","Stomach (C16)","Females","Proportion of life lost",42,0.80042953,32.998623
"157","Denmark","All","Stomach (C16)","Females","Proportion of life lost",43,0.80028633,32.218136
"158","Denmark","All","Stomach (C16)","Females","Proportion of life lost",44,0.79997643,31.433302
"159","Denmark","All","Stomach (C16)","Females","Proportion of life lost",45,0.79949631,30.646666
"160","Denmark","All","Stomach (C16)","Females","Proportion of life lost",46,0.79884453,29.852032
"161","Denmark","All","Stomach (C16)","Females","Proportion of life lost",47,0.79802849,29.054012
"162","Denmark","All","Stomach (C16)","Females","Proportion of life lost",48,0.79705223,28.264118
"163","Denmark","All","Stomach (C16)","Females","Proportion of life lost",49,0.7959079,27.474367
"164","Denmark","All","Stomach (C16)","Females","Proportion of life lost",50,0.79460091,26.683645
"165","Denmark","All","Stomach (C16)","Females","Proportion of life lost",51,0.79312828,25.893072
"166","Denmark","All","Stomach (C16)","Females","Proportion of life lost",52,0.7914975,25.108807
"167","Denmark","All","Stomach (C16)","Females","Proportion of life lost",53,0.78970535,24.321598
"168","Denmark","All","Stomach (C16)","Females","Proportion of life lost",54,0.78775902,23.539209
"169","Denmark","All","Stomach (C16)","Females","Proportion of life lost",55,0.7856575,22.768219
"170","Denmark","All","Stomach (C16)","Females","Proportion of life lost",56,0.7834037,22.002186
"171","Denmark","All","Stomach (C16)","Females","Proportion of life lost",57,0.78099922,21.241102
"172","Denmark","All","Stomach (C16)","Females","Proportion of life lost",58,0.77844604,20.480665
"173","Denmark","All","Stomach (C16)","Females","Proportion of life lost",59,0.77575432,19.731045
"174","Denmark","All","Stomach (C16)","Females","Proportion of life lost",60,0.77293671,18.990921
"175","Denmark","All","Stomach (C16)","Females","Proportion of life lost",61,0.76998138,18.258936
"176","Denmark","All","Stomach (C16)","Females","Proportion of life lost",62,0.76690598,17.535082
"177","Denmark","All","Stomach (C16)","Females","Proportion of life lost",63,0.76369965,16.822826
"178","Denmark","All","Stomach (C16)","Females","Proportion of life lost",64,0.7603994,16.112795
"179","Denmark","All","Stomach (C16)","Females","Proportion of life lost",65,0.7571254,15.41483
"180","Denmark","All","Stomach (C16)","Females","Proportion of life lost",66,0.75400795,14.732948
"181","Denmark","All","Stomach (C16)","Females","Proportion of life lost",67,0.75118622,14.064168
"182","Denmark","All","Stomach (C16)","Females","Proportion of life lost",68,0.74879936,13.40802
"183","Denmark","All","Stomach (C16)","Females","Proportion of life lost",69,0.74698662,12.779648
"184","Denmark","All","Stomach (C16)","Females","Proportion of life lost",70,0.74587349,12.174003
"185","Denmark","All","Stomach (C16)","Females","Proportion of life lost",71,0.7455574,11.58928
"186","Denmark","All","Stomach (C16)","Females","Proportion of life lost",72,0.74614693,11.019978
"187","Denmark","All","Stomach (C16)","Females","Proportion of life lost",73,0.74774185,10.470459
"188","Denmark","All","Stomach (C16)","Females","Proportion of life lost",74,0.75046768,9.9585552
"189","Denmark","All","Stomach (C16)","Females","Proportion of life lost",75,0.75429482,9.4592724
"190","Denmark","All","Stomach (C16)","Females","Proportion of life lost",76,0.75911781,8.9670429
"191","Denmark","All","Stomach (C16)","Females","Proportion of life lost",77,0.76487907,8.4999475
"192","Denmark","All","Stomach (C16)","Females","Proportion of life lost",78,0.77145233,8.0617075
"193","Denmark","All","Stomach (C16)","Females","Proportion of life lost",79,0.77855309,7.6165276
"194","Denmark","All","Stomach (C16)","Females","Proportion of life lost",80,0.78622574,7.1980577
"195","Denmark","All","Stomach (C16)","Females","Proportion of life lost",81,0.79418655,6.7946901
"196","Denmark","All","Stomach (C16)","Females","Proportion of life lost",82,0.80236488,6.3934379
"197","Denmark","All","Stomach (C16)","Females","Proportion of life lost",83,0.810681,6.022398
"198","Denmark","All","Stomach (C16)","Females","Proportion of life lost",84,0.81894073,5.6701145
"199","Denmark","All","Stomach (C16)","Females","Proportion of life lost",85,0.82678398,5.3145247
"200","Denmark","All","Stomach (C16)","Females","Proportion of life lost",86,0.83414368,4.9509606
"201","Denmark","All","Stomach (C16)","Females","Proportion of life lost",87,0.84098831,4.5865083
"202","Denmark","All","Stomach (C16)","Females","Proportion of life lost",88,0.84762505,4.2605982
"203","Denmark","All","Stomach (C16)","Females","Proportion of life lost",89,0.85324409,3.9224327
"204","Denmark","All","Stomach (C16)","Females","Proportion of life lost",90,0.85865723,3.6160963
"205","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",40,0.35896599,14.184957
"206","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",41,0.36260056,13.983602
"207","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",42,0.36609951,13.768427
"208","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",43,0.36945198,13.542139
"209","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",44,0.37264999,13.304526
"210","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",45,0.37568401,13.061442
"211","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",46,0.37854034,12.808048
"212","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",47,0.38121037,12.546855
"213","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",48,0.38368122,12.272241
"214","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",49,0.38594273,11.985137
"215","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",50,0.38799347,11.698749
"216","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",51,0.38981281,11.402556
"217","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",52,0.39138859,11.095315
"218","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",53,0.39272701,10.783803
"219","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",54,0.39380848,10.471025
"220","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",55,0.39461666,10.149113
"221","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",56,0.39515438,9.8240156
"222","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",57,0.39541107,9.5017691
"223","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",58,0.39536663,9.1709433
"224","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",59,0.39501984,8.8387527
"225","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",60,0.39436207,8.5046215
"226","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",61,0.39338284,8.170351
"227","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",62,0.39207226,7.8339
"228","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",63,0.39043205,7.4989777
"229","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",64,0.38844402,7.161006
"230","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",65,0.38610813,6.8226328
"231","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",66,0.38341015,6.4820251
"232","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",67,0.38029285,6.1476011
"233","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",68,0.3766993,5.8095264
"234","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",69,0.37262783,5.4763632
"235","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",70,0.36808575,5.142652
"236","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",71,0.3631493,4.8231072
"237","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",72,0.35787491,4.5034027
"238","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",73,0.35244068,4.1939807
"239","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",74,0.34696785,3.900548
"240","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",75,0.34165756,3.6154478
"241","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",76,0.33676834,3.343256
"242","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",77,0.33254028,3.0899048
"243","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",78,0.32916519,2.8584063
"244","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",79,0.326866,2.6477883
"245","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",80,0.32577934,2.4615216
"246","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",81,0.3259877,2.2858176
"247","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",82,0.3276704,2.1365218
"248","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",83,0.33078766,1.9910072
"249","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",84,0.33555473,1.8745413
"250","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",85,0.34182049,1.7574103
"251","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",86,0.3497377,1.6559051
"252","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",87,0.35921101,1.5588553
"253","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",88,0.37036884,1.475176
"254","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",89,0.3830407,1.3939383
"255","Denmark","All","Colon (C18-19)","Males","Proportion of life lost",90,0.39720024,1.3299131
"256","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",40,0.38697281,16.7061
"257","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",41,0.38898979,16.413614
"258","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",42,0.39075268,16.109226
"259","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",43,0.39225811,15.791631
"260","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",44,0.39350437,15.461883
"261","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",45,0.39448631,15.121634
"262","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",46,0.39520157,14.768293
"263","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",47,0.39565586,14.404737
"264","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",48,0.39585232,14.037244
"265","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",49,0.39578697,13.662381
"266","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",50,0.39546513,13.28019
"267","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",51,0.39488705,12.891784
"268","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",52,0.39406219,12.500901
"269","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",53,0.39299484,12.103581
"270","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",54,0.39169453,11.704314
"271","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",55,0.39016644,11.306956
"272","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",56,0.38842026,10.908928
"273","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",57,0.38646507,10.510822
"274","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",58,0.38431297,10.111151
"275","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",59,0.38198009,9.7155323
"276","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",60,0.37948559,9.3238945
"277","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",61,0.37683224,8.9360027
"278","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",62,0.37404346,8.5523949
"279","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",63,0.37112804,8.1752329
"280","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",64,0.36811119,7.8002434
"281","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",65,0.3650153,7.4315944
"282","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",66,0.36186131,7.0705934
"283","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",67,0.35868587,6.7155366
"284","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",68,0.35553104,6.3661475
"285","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",69,0.35244049,6.0296469
"286","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",70,0.34945408,5.7037215
"287","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",71,0.3466011,5.3877239
"288","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",72,0.34392471,5.0794854
"289","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",73,0.34146996,4.7815261
"290","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",74,0.33930542,4.5025144
"291","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",75,0.33744507,4.2317467
"292","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",76,0.33593472,3.9682128
"293","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",77,0.33486088,3.7212415
"294","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",78,0.33426872,3.4931216
"295","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",79,0.33413425,3.268811
"296","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",80,0.33458607,3.0632038
"297","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",81,0.33560448,2.8712757
"298","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",82,0.33726692,2.6874244
"299","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",83,0.33964317,2.5231459
"300","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",84,0.34275753,2.3731565
"301","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",85,0.34657246,2.2277498
"302","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",86,0.35116085,2.0842733
"303","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",87,0.35660309,1.9448106
"304","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",88,0.363088,1.8250663
"305","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",89,0.37042301,1.7028648
"306","Denmark","All","Colon (C18-19)","Females","Proportion of life lost",90,0.3789278,1.5957932
"307","Denmark","All","Rectum (C20)","Males","Proportion of life lost",40,0.40230396,15.897507
