name,type,value,date,color
Korchnoi Viktor,SUI,2620,2005-10-27,#D52B1E
Belov Vladimir,RUS,2620,2005-10-27,#D52B1E
Milos Gilberto,BRA,2620,2005-10-27,#D52B1E
Kempinski Robert,POL,2619,2005-10-27,#D52B1E
Hjartarson Johann,ISL,2619,2005-10-27,#D52B1E
Ehlvest Jaan,EST,2618,2005-10-27,#D52B1E
Cheparinov Ivan,BUL,2618,2005-10-27,#D52B1E
Ibragimov Ildar,USA,2617,2005-10-27,#D52B1E
Fedorov Alexei,BLR,2616,2005-10-27,#D52B1E
Vladimirov Evgeny,KAZ,2616,2005-10-27,#D52B1E
Kasparov Garry,RUS,2812,2006-01-27,#D52B1E
Topalov Veselin,BUL,2801,2006-01-27,#D52B1E
Anand Viswanathan,IND,2792,2006-01-27,#D52B1E
Svidler Peter,RUS,2765,2006-01-27,#D52B1E
Aronian Levon,ARM,2752,2006-01-27,#D52B1E
Kramnik Vladimir,RUS,2741,2006-01-27,#D52B1E
Leko Peter,HUN,2740,2006-01-27,#D52B1E
Ivanchuk Vassily,UKR,2729,2006-01-27,#D52B1E
Gelfand Boris,ISR,2723,2006-01-27,#D52B1E
Ponomariov Ruslan,UKR,2723,2006-01-27,#D52B1E
Morozevich Alexander,RUS,2721,2006-01-27,#D52B1E
Grischuk Alexander,RUS,2717,2006-01-27,#D52B1E
Bacrot Etienne,FRA,2717,2006-01-27,#D52B1E
Polgar Judit,HUN,2711,2006-01-27,#D52B1E
Mamedyarov Shakhriyar,AZE,2709,2006-01-27,#D52B1E
Shirov Alexei,ESP,2709,2006-01-27,#D52B1E
Adams Michael,ENG,2707,2006-01-27,#D52B1E
Akopian Vladimir,ARM,2704,2006-01-27,#D52B1E
Radjabov Teimour,AZE,2700,2006-01-27,#D52B1E
Bareev Evgeny,RUS,2698,2006-01-27,#D52B1E
Dreev Alexey,RUS,2697,2006-01-27,#D52B1E
Malakhov Vladimir,RUS,2694,2006-01-27,#D52B1E
Nisipeanu Liviu-Dieter,ROM,2693,2006-01-27,#D52B1E
Sokolov Ivan,NED,2689,2006-01-27,#D52B1E
Kamsky Gata,USA,2686,2006-01-27,#D52B1E
Lautier Joel,FRA,2682,2006-01-27,#D52B1E
Short Nigel D.,ENG,2676,2006-01-27,#D52B1E
Harikrishna P.,IND,2673,2006-01-27,#D52B1E
Karpov Anatoly,RUS,2672,2006-01-27,#D52B1E
Sasikiran Krishnan,IND,2670,2006-01-27,#D52B1E
Areshchenko Alexander,UKR,2670,2006-01-27,#D52B1E
Kasimdzhanov Rustam,UZB,2670,2006-01-27,#D52B1E
Tiviakov Sergei,NED,2669,2006-01-27,#D52B1E
Efimenko Zahar,UKR,2666,2006-01-27,#D52B1E
Rublevsky Sergei,RUS,2665,2006-01-27,#D52B1E
Volokitin Andrei,UKR,2665,2006-01-27,#D52B1E
Zvjaginsev Vadim,RUS,2664,2006-01-27,#D52B1E
Smirin Ilia,ISR,2662,2006-01-27,#D52B1E
Jakovenko Dmitry,RUS,2662,2006-01-27,#D52B1E
Delchev Aleksander,BUL,2661,2006-01-27,#D52B1E
Bologan Viktor,MDA,2661,2006-01-27,#D52B1E
Karjakin Sergey,UKR,2660,2006-01-27,#D52B1E
Khalifman Alexander,RUS,2660,2006-01-27,#D52B1E
Navara David,CZE,2660,2006-01-27,#D52B1E
Azmaiparashvili Zurab,GEO,2658,2006-01-27,#D52B1E
Naiditsch Arkadij,GER,2657,2006-01-27,#D52B1E
Moiseenko Alexander,UKR,2657,2006-01-27,#D52B1E
Eljanov Pavel,UKR,2655,2006-01-27,#D52B1E
Kobalia Mikhail,RUS,2654,2006-01-27,#D52B1E
Timofeev Artyom,RUS,2653,2006-01-27,#D52B1E
Aleksandrov Aleksej,BLR,2653,2006-01-27,#D52B1E
Izoria Zviad,GEO,2652,2006-01-27,#D52B1E
Najer Evgeniy,RUS,2652,2006-01-27,#D52B1E
Vallejo Pons Francisco,ESP,2650,2006-01-27,#D52B1E
Bruzon Lazaro,CUB,2650,2006-01-27,#D52B1E
Onischuk Alexander,USA,2650,2006-01-27,#D52B1E
Korneev Oleg,RUS,2649,2006-01-27,#D52B1E
Sakaev Konstantin,RUS,2649,2006-01-27,#D52B1E
Van Wely Loek,NED,2647,2006-01-27,#D52B1E
Miton Kamil,POL,2646,2006-01-27,#D52B1E
Asrian Karen,ARM,2646,2006-01-27,#D52B1E
Almasi Zoltan,HUN,2646,2006-01-27,#D52B1E
Georgiev Kiril,BUL,2645,2006-01-27,#D52B1E
Bu Xiangzhi,CHN,2645,2006-01-27,#D52B1E
Nakamura Hikaru,USA,2644,2006-01-27,#D52B1E
Nielsen Peter Heine,DEN,2644,2006-01-27,#D52B1E
Tkachiev Vladislav,FRA,2642,2006-01-27,#D52B1E
Motylev Alexander,RUS,2638,2006-01-27,#D52B1E
Zhang Pengxiang,CHN,2638,2006-01-27,#D52B1E
Milov Vadim,SUI,2638,2006-01-27,#D52B1E
Dominguez Lenier,CUB,2638,2006-01-27,#D52B1E
Krasenkow Michal,POL,2636,2006-01-27,#D52B1E
Ibragimov Ildar,USA,2635,2006-01-27,#D52B1E
Seirawan Yasser,USA,2635,2006-01-27,#D52B1E
Alekseev Evgeny,RUS,2634,2006-01-27,#D52B1E
Vescovi Giovanni,BRA,2633,2006-01-27,#D52B1E
Gurevich Mikhail,TUR,2633,2006-01-27,#D52B1E
Avrukh Boris,ISR,2633,2006-01-27,#D52B1E
Sokolov Andrei,FRA,2632,2006-01-27,#D52B1E
Movsesian Sergei,SVK,2632,2006-01-27,#D52B1E
Huebner Robert Dr.,GER,2632,2006-01-27,#D52B1E
Granda Zuniga Julio E,PER,2631,2006-01-27,#D52B1E
Timman Jan H,NED,2630,2006-01-27,#D52B1E
Volkov Sergey,RUS,2629,2006-01-27,#D52B1E
Zhang Zhong,CHN,2629,2006-01-27,#D52B1E
Sadvakasov Darmen,KAZ,2629,2006-01-27,#D52B1E
Bauer Christian,FRA,2627,2006-01-27,#D52B1E
Beliavsky Alexander G,SLO,2626,2006-01-27,#D52B1E
Carlsen Magnus,NOR,2625,2006-01-27,#D52B1E
Gashimov Vugar,AZE,2625,2006-01-27,#D52B1E
Fressinet Laurent,FRA,2625,2006-01-27,#D52B1E
Cheparinov Ivan,BUL,2625,2006-01-27,#D52B1E
Sutovsky Emil,ISR,2624,2006-01-27,#D52B1E
Kotronias Vasilios,GRE,2622,2006-01-27,#D52B1E
Ehlvest Jaan,EST,2619,2006-01-27,#D52B1E
Miroshnichenko Evgenij,UKR,2619,2006-01-27,#D52B1E
Kempinski Robert,POL,2619,2006-01-27,#D52B1E
Hjartarson Johann,ISL,2619,2006-01-27,#D52B1E
Atalik Suat,TUR,2618,2006-01-27,#D52B1E
Istratescu Andrei,ROM,2618,2006-01-27,#D52B1E
Paragua Mark,PHI,2618,2006-01-27,#D52B1E
Topalov Veselin,BUL,2804,2006-04-27,#D52B1E
Anand Viswanathan,IND,2803,2006-04-27,#D52B1E
Aronian Levon,ARM,2756,2006-04-27,#D52B1E
Svidler Peter,RUS,2743,2006-04-27,#D52B1E
Leko Peter,HUN,2738,2006-04-27,#D52B1E
Ponomariov Ruslan,UKR,2738,2006-04-27,#D52B1E
Ivanchuk Vassily,UKR,2731,2006-04-27,#D52B1E
Morozevich Alexander,RUS,2730,2006-04-27,#D52B1E
Kramnik Vladimir,RUS,2729,2006-04-27,#D52B1E
Gelfand Boris,ISR,2727,2006-04-27,#D52B1E
Adams Michael,ENG,2720,2006-04-27,#D52B1E
Grischuk Alexander,RUS,2719,2006-04-27,#D52B1E
Radjabov Teimour,AZE,2717,2006-04-27,#D52B1E
Polgar Judit,HUN,2711,2006-04-27,#D52B1E
Bacrot Etienne,FRA,2708,2006-04-27,#D52B1E
Akopian Vladimir,ARM,2706,2006-04-27,#D52B1E
Bareev Evgeny,RUS,2701,2006-04-27,#D52B1E
Shirov Alexei,ESP,2699,2006-04-27,#D52B1E
Mamedyarov Shakhriyar,AZE,2699,2006-04-27,#D52B1E
Nisipeanu Liviu-Dieter,ROM,2695,2006-04-27,#D52B1E
Sasikiran Krishnan,IND,2692,2006-04-27,#D52B1E
Malakhov Vladimir,RUS,2691,2006-04-27,#D52B1E
Rublevsky Sergei,RUS,2687,2006-04-27,#D52B1E
Lautier Joel,FRA,2682,2006-04-27,#D52B1E
Harikrishna P.,IND,2680,2006-04-27,#D52B1E
Georgiev Kiril,BUL,2677,2006-04-27,#D52B1E
Short Nigel D.,ENG,2677,2006-04-27,#D52B1E
Sokolov Ivan,NED,2676,2006-04-27,#D52B1E
Jakovenko Dmitry,RUS,2675,2006-04-27,#D52B1E
Kasimdzhanov Rustam,UZB,2673,2006-04-27,#D52B1E
Dreev Alexey,RUS,2673,2006-04-27,#D52B1E
Karpov Anatoly,RUS,2672,2006-04-27,#D52B1E
Kamsky Gata,USA,2671,2006-04-27,#D52B1E
Korneev Oleg,RUS,2671,2006-04-27,#D52B1E
Zvjaginsev Vadim,RUS,2670,2006-04-27,#D52B1E
Azmaiparashvili Zurab,GEO,2669,2006-04-27,#D52B1E
Tiviakov Sergei,NED,2669,2006-04-27,#D52B1E
Bologan Viktor,MDA,2666,2006-04-27,#D52B1E
Vallejo Pons Francisco,ESP,2666,2006-04-27,#D52B1E
Eljanov Pavel,UKR,2665,2006-04-27,#D52B1E
Naiditsch Arkadij,GER,2664,2006-04-27,#D52B1E
Nakamura Hikaru,USA,2664,2006-04-27,#D52B1E
Smirin Ilia,ISR,2662,2006-04-27,#D52B1E
Moiseenko Alexander,UKR,2662,2006-04-27,#D52B1E
Karjakin Sergey,UKR,2661,2006-04-27,#D52B1E
Areshchenko Alexander,UKR,2660,2006-04-27,#D52B1E
Motylev Alexander,RUS,2660,2006-04-27,#D52B1E
Volokitin Andrei,UKR,2660,2006-04-27,#D52B1E
Gashimov Vugar,AZE,2659,2006-04-27,#D52B1E
Navara David,CZE,2658,2006-04-27,#D52B1E
Almasi Zoltan,HUN,2657,2006-04-27,#D52B1E
Van Wely Loek,NED,2655,2006-04-27,#D52B1E
Kobalia Mikhail,RUS,2654,2006-04-27,#D52B1E
Najer Evgeniy,RUS,2653,2006-04-27,#D52B1E
Bruzon Lazaro,CUB,2652,2006-04-27,#D52B1E
Krasenkow Michal,POL,2650,2006-04-27,#D52B1E
Onischuk Alexander,USA,2650,2006-04-27,#D52B1E
Efimenko Zahar,UKR,2648,2006-04-27,#D52B1E
Izoria Zviad,GEO,2647,2006-04-27,#D52B1E
Dominguez Lenier,CUB,2647,2006-04-27,#D52B1E
Nielsen Peter Heine,DEN,2646,2006-04-27,#D52B1E
Asrian Karen,ARM,2646,2006-04-27,#D52B1E
Carlsen Magnus,NOR,2646,2006-04-27,#D52B1E
Timofeev Artyom,RUS,2646,2006-04-27,#D52B1E
Miton Kamil,POL,2646,2006-04-27,#D52B1E
Jobava Baadur,GEO,2646,2006-04-27,#D52B1E
Gurevich Mikhail,TUR,2643,2006-04-27,#D52B1E
Tkachiev Vladislav,FRA,2643,2006-04-27,#D52B1E
Khalifman Alexander,RUS,2640,2006-04-27,#D52B1E
Delchev Aleksander,BUL,2640,2006-04-27,#D52B1E
Alekseev Evgeny,RUS,2640,2006-04-27,#D52B1E
Bu Xiangzhi,CHN,2640,2006-04-27,#D52B1E
Zhang Zhong,CHN,2640,2006-04-27,#D52B1E
Bauer Christian,FRA,2638,2006-04-27,#D52B1E
Ibragimov Ildar,USA,2637,2006-04-27,#D52B1E
Sakaev Konstantin,RUS,2637,2006-04-27,#D52B1E
Seirawan Yasser,USA,2635,2006-04-27,#D52B1E
Cheparinov Ivan,BUL,2635,2006-04-27,#D52B1E
Aleksandrov Aleksej,BLR,2634,2006-04-27,#D52B1E
Fressinet Laurent,FRA,2633,2006-04-27,#D52B1E
Avrukh Boris,ISR,2633,2006-04-27,#D52B1E
Atalik Suat,TUR,2632,2006-04-27,#D52B1E
Huebner Robert Dr.,GER,2632,2006-04-27,#D52B1E
Granda Zuniga Julio E,PER,2631,2006-04-27,#D52B1E
Sutovsky Emil,ISR,2628,2006-04-27,#D52B1E
Sokolov Andrei,FRA,2628,2006-04-27,#D52B1E
Milov Vadim,SUI,2625,2006-04-27,#D52B1E
Zhang Pengxiang,CHN,2623,2006-04-27,#D52B1E
Beliavsky Alexander G,SLO,2622,2006-04-27,#D52B1E
Vescovi Giovanni,BRA,2622,2006-04-27,#D52B1E
Istratescu Andrei,ROM,2621,2006-04-27,#D52B1E
Volkov Sergey,RUS,2620,2006-04-27,#D52B1E
Sadvakasov Darmen,KAZ,2619,2006-04-27,#D52B1E
Lputian Smbat G,ARM,2619,2006-04-27,#D52B1E
Hjartarson Johann,ISL,2619,2006-04-27,#D52B1E
Galkin Alexander,RUS,2618,2006-04-27,#D52B1E
Korotylev Alexey,RUS,2618,2006-04-27,#D52B1E
Movsesian Sergei,SVK,2618,2006-04-27,#D52B1E
Paragua Mark,PHI,2617,2006-04-27,#D52B1E
Timman Jan H,NED,2616,2006-04-27,#D52B1E
Vladimirov Evgeny,KAZ,2616,2006-04-27,#D52B1E
Topalov Veselin,BUL,2813,2006-07-27,#D52B1E
Anand Viswanathan,IND,2779,2006-07-27,#D52B1E
Aronian Levon,ARM,2761,2006-07-27,#D52B1E
Kramnik Vladimir,RUS,2743,2006-07-27,#D52B1E
Svidler Peter,RUS,2742,2006-07-27,#D52B1E
Leko Peter,HUN,2738,2006-07-27,#D52B1E
Ivanchuk Vassily,UKR,2734,2006-07-27,#D52B1E
Adams Michael,ENG,2732,2006-07-27,#D52B1E
Morozevich Alexander,RUS,2731,2006-07-27,#D52B1E
Gelfand Boris,ISR,2729,2006-07-27,#D52B1E
Radjabov Teimour,AZE,2728,2006-07-27,#D52B1E
Mamedyarov Shakhriyar,AZE,2722,2006-07-27,#D52B1E
Ponomariov Ruslan,UKR,2721,2006-07-27,#D52B1E
Navara David,CZE,2719,2006-07-27,#D52B1E
Shirov Alexei,ESP,2716,2006-07-27,#D52B1E
Akopian Vladimir,ARM,2713,2006-07-27,#D52B1E
Polgar Judit,HUN,2710,2006-07-27,#D52B1E
Grischuk Alexander,RUS,2709,2006-07-27,#D52B1E
Bacrot Etienne,FRA,2707,2006-07-27,#D52B1E
Kamsky Gata,USA,2697,2006-07-27,#D52B1E
Nisipeanu Liviu-Dieter,ROM,2696,2006-07-27,#D52B1E
Malakhov Vladimir,RUS,2690,2006-07-27,#D52B1E
Georgiev Kiril,BUL,2685,2006-07-27,#D52B1E
Bareev Evgeny,RUS,2683,2006-07-27,#D52B1E
Harikrishna P.,IND,2682,2006-07-27,#D52B1E
Karjakin Sergey,UKR,2679,2006-07-27,#D52B1E
Najer Evgeniy,RUS,2677,2006-07-27,#D52B1E
Short Nigel D.,ENG,2676,2006-07-27,#D52B1E
Sasikiran Krishnan,IND,2675,2006-07-27,#D52B1E
Van Wely Loek,NED,2675,2006-07-27,#D52B1E
Carlsen Magnus,NOR,2675,2006-07-27,#D52B1E
Lautier Joel,FRA,2675,2006-07-27,#D52B1E
Zvjaginsev Vadim,RUS,2675,2006-07-27,#D52B1E
Vallejo Pons Francisco,ESP,2674,2006-07-27,#D52B1E
Almasi Zoltan,HUN,2672,2006-07-27,#D52B1E
Kasimdzhanov Rustam,UZB,2672,2006-07-27,#D52B1E
Azmaiparashvili Zurab,GEO,2669,2006-07-27,#D52B1E
Onischuk Alexander,USA,2668,2006-07-27,#D52B1E
Tiviakov Sergei,NED,2668,2006-07-27,#D52B1E
Karpov Anatoly,RUS,2668,2006-07-27,#D52B1E
Sargissian Gabriel,ARM,2667,2006-07-27,#D52B1E
Jakovenko Dmitry,RUS,2667,2006-07-27,#D52B1E
Rublevsky Sergei,RUS,2667,2006-07-27,#D52B1E
Bruzon Lazaro,CUB,2667,2006-07-27,#D52B1E
Dreev Alexey,RUS,2666,2006-07-27,#D52B1E
Naiditsch Arkadij,GER,2664,2006-07-27,#D52B1E
Bu Xiangzhi,CHN,2664,2006-07-27,#D52B1E
Motylev Alexander,RUS,2662,2006-07-27,#D52B1E
Volokitin Andrei,UKR,2662,2006-07-27,#D52B1E
Izoria Zviad,GEO,2660,2006-07-27,#D52B1E
Smirin Ilia,ISR,2659,2006-07-27,#D52B1E
Dominguez Lenier,CUB,2658,2006-07-27,#D52B1E
Timofeev Artyom,RUS,2657,2006-07-27,#D52B1E
Sokolov Ivan,NED,2652,2006-07-27,#D52B1E
Eljanov Pavel,UKR,2651,2006-07-27,#D52B1E
Jobava Baadur,GEO,2651,2006-07-27,#D52B1E
Moiseenko Alexander,UKR,2649,2006-07-27,#D52B1E
Kobalia Mikhail,RUS,2647,2006-07-27,#D52B1E
Tkachiev Vladislav,FRA,2645,2006-07-27,#D52B1E
Bologan Viktor,MDA,2645,2006-07-27,#D52B1E
Gashimov Vugar,AZE,2644,2006-07-27,#D52B1E
Alekseev Evgeny,RUS,2644,2006-07-27,#D52B1E
Gurevich Mikhail,TUR,2643,2006-07-27,#D52B1E
Sakaev Konstantin,RUS,2642,2006-07-27,#D52B1E
Areshchenko Alexander,UKR,2641,2006-07-27,#D52B1E
Avrukh Boris,ISR,2641,2006-07-27,#D52B1E
Nielsen Peter Heine,DEN,2640,2006-07-27,#D52B1E
Zhang Zhong,CHN,2639,2006-07-27,#D52B1E
Miton Kamil,POL,2638,2006-07-27,#D52B1E
Korneev Oleg,RUS,2638,2006-07-27,#D52B1E
Seirawan Yasser,USA,2638,2006-07-27,#D52B1E
Delchev Aleksander,BUL,2637,2006-07-27,#D52B1E
Movsesian Sergei,SVK,2637,2006-07-27,#D52B1E
Krasenkow Michal,POL,2635,2006-07-27,#D52B1E
Asrian Karen,ARM,2635,2006-07-27,#D52B1E
Granda Zuniga Julio E,PER,2634,2006-07-27,#D52B1E
Lputian Smbat G,ARM,2634,2006-07-27,#D52B1E
Nakamura Hikaru,USA,2632,2006-07-27,#D52B1E
Efimenko Zahar,UKR,2632,2006-07-27,#D52B1E
Cheparinov Ivan,BUL,2632,2006-07-27,#D52B1E
Volkov Sergey,RUS,2628,2006-07-27,#D52B1E
Aleksandrov Aleksej,BLR,2627,2006-07-27,#D52B1E
Fressinet Laurent,FRA,2626,2006-07-27,#D52B1E
Wang Yue,CHN,2626,2006-07-27,#D52B1E
Nikolic Predrag,BIH,2626,2006-07-27,#D52B1E
Beliavsky Alexander G,SLO,2625,2006-07-27,#D52B1E
Damljanovic Branko,SCG,2625,2006-07-27,#D52B1E
Hansen Curt,DEN,2625,2006-07-27,#D52B1E
Inarkiev Ernesto,RUS,2625,2006-07-27,#D52B1E
Ibragimov Ildar,USA,2624,2006-07-27,#D52B1E
Riazantsev Alexander,RUS,2622,2006-07-27,#D52B1E
Wojtaszek Radoslaw,POL,2622,2006-07-27,#D52B1E
Zhang Pengxiang,CHN,2622,2006-07-27,#D52B1E
Khalifman Alexander,RUS,2622,2006-07-27,#D52B1E
Socko Bartosz,POL,2621,2006-07-27,#D52B1E
Baklan Vladimir,UKR,2621,2006-07-27,#D52B1E
Afromeev Vladimir,RUS,2620,2006-07-27,#D52B1E
Milov Vadim,SUI,2620,2006-07-27,#D52B1E
Illescas Cordoba Miguel,ESP,2620,2006-07-27,#D52B1E
Vescovi Giovanni,BRA,2619,2006-07-27,#D52B1E
Atalik Suat,TUR,2619,2006-07-27,#D52B1E
Topalov Veselin,BUL,2813,2006-10-27,#D52B1E
Anand Viswanathan,IND,2779,2006-10-27,#D52B1E
Kramnik Vladimir,RUS,2750,2006-10-27,#D52B1E
Svidler Peter,RUS,2750,2006-10-27,#D52B1E
Morozevich Alexander,RUS,2747,2006-10-27,#D52B1E
Ivanchuk Vassily,UKR,2741,2006-10-27,#D52B1E
Aronian Levon,ARM,2741,2006-10-27,#D52B1E
Leko Peter,HUN,2741,2006-10-27,#D52B1E
Adams Michael,ENG,2735,2006-10-27,#D52B1E
Gelfand Boris,ISR,2733,2006-10-27,#D52B1E
Radjabov Teimour,AZE,2729,2006-10-27,#D52B1E
Mamedyarov Shakhriyar,AZE,2728,2006-10-27,#D52B1E
Navara David,CZE,2725,2006-10-27,#D52B1E
Shirov Alexei,ESP,2720,2006-10-27,#D52B1E
Akopian Vladimir,ARM,2713,2006-10-27,#D52B1E
Polgar Judit,HUN,2710,2006-10-27,#D52B1E
Grischuk Alexander,RUS,2710,2006-10-27,#D52B1E
Bacrot Etienne,FRA,2705,2006-10-27,#D52B1E
Kamsky Gata,USA,2705,2006-10-27,#D52B1E
Ponomariov Ruslan,UKR,2703,2006-10-27,#D52B1E
Carlsen Magnus,NOR,2698,2006-10-27,#D52B1E
Nisipeanu Liviu-Dieter,ROM,2690,2006-10-27,#D52B1E
Rublevsky Sergei,RUS,2688,2006-10-27,#D52B1E
Bareev Evgeny,RUS,2683,2006-10-27,#D52B1E
Malakhov Vladimir,RUS,2682,2006-10-27,#D52B1E
Georgiev Kiril,BUL,2680,2006-10-27,#D52B1E
Tiviakov Sergei,NED,2680,2006-10-27,#D52B1E
Short Nigel D.,ENG,2677,2006-10-27,#D52B1E
Van Wely Loek,NED,2676,2006-10-27,#D52B1E
Naiditsch Arkadij,GER,2676,2006-10-27,#D52B1E
Sasikiran Krishnan,IND,2675,2006-10-27,#D52B1E
Harikrishna P.,IND,2674,2006-10-27,#D52B1E
Zvjaginsev Vadim,RUS,2674,2006-10-27,#D52B1E
Vallejo Pons Francisco,ESP,2674,2006-10-27,#D52B1E
Karjakin Sergey,UKR,2672,2006-10-27,#D52B1E
Kasimdzhanov Rustam,UZB,2672,2006-10-27,#D52B1E
Bu Xiangzhi,CHN,2671,2006-10-27,#D52B1E
Jakovenko Dmitry,RUS,2671,2006-10-27,#D52B1E
Sokolov Ivan,NED,2670,2006-10-27,#D52B1E
Onischuk Alexander,USA,2668,2006-10-27,#D52B1E
Sargissian Gabriel,ARM,2667,2006-10-27,#D52B1E
Almasi Zoltan,HUN,2664,2006-10-27,#D52B1E
Timofeev Artyom,RUS,2662,2006-10-27,#D52B1E
Motylev Alexander,RUS,2662,2006-10-27,#D52B1E
Bologan Viktor,MDA,2659,2006-10-27,#D52B1E
Smirin Ilia,ISR,2659,2006-10-27,#D52B1E
Eljanov Pavel,UKR,2658,2006-10-27,#D52B1E
Izoria Zviad,GEO,2657,2006-10-27,#D52B1E
Korneev Oleg,RUS,2657,2006-10-27,#D52B1E
Milov Vadim,SUI,2657,2006-10-27,#D52B1E
Lautier Joel,FRA,2656,2006-10-27,#D52B1E
Dominguez Lenier,CUB,2655,2006-10-27,#D52B1E
Dreev Alexey,RUS,2655,2006-10-27,#D52B1E
Tkachiev Vladislav,FRA,2653,2006-10-27,#D52B1E
Jobava Baadur,GEO,2650,2006-10-27,#D52B1E
Gurevich Mikhail,TUR,2648,2006-10-27,#D52B1E
Najer Evgeniy,RUS,2648,2006-10-27,#D52B1E
Bruzon Lazaro,CUB,2648,2006-10-27,#D52B1E
Krasenkow Michal,POL,2647,2006-10-27,#D52B1E
Granda Zuniga Julio E,PER,2646,2006-10-27,#D52B1E
Volokitin Andrei,UKR,2645,2006-10-27,#D52B1E
Wang Yue,CHN,2644,2006-10-27,#D52B1E
Avrukh Boris,ISR,2644,2006-10-27,#D52B1E
Gashimov Vugar,AZE,2643,2006-10-27,#D52B1E
Kobalia Mikhail,RUS,2643,2006-10-27,#D52B1E
Sakaev Konstantin,RUS,2641,2006-10-27,#D52B1E
Nijboer Friso,NED,2641,2006-10-27,#D52B1E
Nielsen Peter Heine,DEN,2640,2006-10-27,#D52B1E
Areshchenko Alexander,UKR,2640,2006-10-27,#D52B1E
Nakamura Hikaru,USA,2640,2006-10-27,#D52B1E
Fressinet Laurent,FRA,2640,2006-10-27,#D52B1E
Alekseev Evgeny,RUS,2639,2006-10-27,#D52B1E
Beliavsky Alexander G,SLO,2639,2006-10-27,#D52B1E
Azmaiparashvili Zurab,GEO,2638,2006-10-27,#D52B1E
Miton Kamil,POL,2638,2006-10-27,#D52B1E
Seirawan Yasser,USA,2638,2006-10-27,#D52B1E
Movsesian Sergei,SVK,2637,2006-10-27,#D52B1E
Zhang Pengxiang,CHN,2636,2006-10-27,#D52B1E
Lputian Smbat G,ARM,2634,2006-10-27,#D52B1E
Asrian Karen,ARM,2634,2006-10-27,#D52B1E
Moiseenko Alexander,UKR,2632,2006-10-27,#D52B1E
Riazantsev Alexander,RUS,2632,2006-10-27,#D52B1E
Cheparinov Ivan,BUL,2632,2006-10-27,#D52B1E
Wojtaszek Radoslaw,POL,2630,2006-10-27,#D52B1E
Socko Bartosz,POL,2630,2006-10-27,#D52B1E
Delchev Aleksander,BUL,2628,2006-10-27,#D52B1E
Inarkiev Ernesto,RUS,2628,2006-10-27,#D52B1E
Volkov Sergey,RUS,2628,2006-10-27,#D52B1E
Afromeev Vladimir,RUS,2628,2006-10-27,#D52B1E
Miroshnichenko Evgenij,UKR,2627,2006-10-27,#D52B1E
Nikolic Predrag,BIH,2626,2006-10-27,#D52B1E
Smirnov Pavel,RUS,2623,2006-10-27,#D52B1E
Wang Hao,CHN,2622,2006-10-27,#D52B1E
Baklan Vladimir,UKR,2622,2006-10-27,#D52B1E
Khalifman Alexander,RUS,2622,2006-10-27,#D52B1E
Macieja Bartlomiej,POL,2622,2006-10-27,#D52B1E
Ni Hua,CHN,2621,2006-10-27,#D52B1E
Hansen Curt,DEN,2621,2006-10-27,#D52B1E
Illescas Cordoba Miguel,ESP,2620,2006-10-27,#D52B1E
Khenkin Igor,GER,2620,2006-10-27,#D52B1E
Topalov Veselin,BUL,2783,2007-01-27,#D52B1E
Anand Viswanathan,IND,2779,2007-01-27,#D52B1E
Kramnik Vladimir,RUS,2766,2007-01-27,#D52B1E
Mamedyarov Shakhriyar,AZE,2754,2007-01-27,#D52B1E
Ivanchuk Vassily,UKR,2750,2007-01-27,#D52B1E
Leko Peter,HUN,2749,2007-01-27,#D52B1E
Aronian Levon,ARM,2744,2007-01-27,#D52B1E
Morozevich Alexander,RUS,2741,2007-01-27,#D52B1E
Adams Michael,ENG,2735,2007-01-27,#D52B1E
Gelfand Boris,ISR,2733,2007-01-27,#D52B1E
Radjabov Teimour,AZE,2729,2007-01-27,#D52B1E
Svidler Peter,RUS,2728,2007-01-27,#D52B1E
Polgar Judit,HUN,2727,2007-01-27,#D52B1E
Ponomariov Ruslan,UKR,2723,2007-01-27,#D52B1E
Navara David,CZE,2719,2007-01-27,#D52B1E
Grischuk Alexander,RUS,2717,2007-01-27,#D52B1E
Shirov Alexei,ESP,2715,2007-01-27,#D52B1E
Bacrot Etienne,FRA,2705,2007-01-27,#D52B1E
Kamsky Gata,USA,2705,2007-01-27,#D52B1E
Akopian Vladimir,ARM,2700,2007-01-27,#D52B1E
Sasikiran Krishnan,IND,2700,2007-01-27,#D52B1E
Jakovenko Dmitry,RUS,2691,2007-01-27,#D52B1E
Short Nigel D.,ENG,2691,2007-01-27,#D52B1E
Carlsen Magnus,NOR,2690,2007-01-27,#D52B1E
Nisipeanu Liviu-Dieter,ROM,2689,2007-01-27,#D52B1E
Van Wely Loek,NED,2683,2007-01-27,#D52B1E
Tiviakov Sergei,NED,2682,2007-01-27,#D52B1E
Kasimdzhanov Rustam,UZB,2682,2007-01-27,#D52B1E
Vallejo Pons Francisco,ESP,2679,2007-01-27,#D52B1E
Karjakin Sergey,UKR,2678,2007-01-27,#D52B1E
Dominguez Lenier,CUB,2677,2007-01-27,#D52B1E
Rublevsky Sergei,RUS,2677,2007-01-27,#D52B1E
Eljanov Pavel,UKR,2675,2007-01-27,#D52B1E
Harikrishna P.,IND,2673,2007-01-27,#D52B1E
Inarkiev Ernesto,RUS,2669,2007-01-27,#D52B1E
Almasi Zoltan,HUN,2669,2007-01-27,#D52B1E
Milov Vadim,SUI,2665,2007-01-27,#D52B1E
