name,type,value,date,color
Dash,$193.71 DASH,1414049302,2017-08-06,#008de4
Dash,$191.92 DASH,1603460439,2018-09-16,#008de4
Zcash,$191.36 ZEC,275469737,2017-05-28,#f2ca07
Monero,$190.91 XMR,3196608691,2018-04-15,#f56f00
Dash,$188.5 DASH,1566842505,2018-09-30,#008de4
Dash,$185.95 DASH,1607096101,2018-09-09,#008de4
Dash,$185.45 DASH,1288935098,2017-07-30,#008de4
Zcash,$185.11 ZEC,325351392,2017-07-30,#f2ca07
Dash,$182.35 DASH,1276615801,2017-06-25,#008de4
Litecoin,$181.42 LTC,10656038484,2018-01-28,#7d7d7d
Bitcoin Cash,$181.13 BCH,3226002256,2018-11-25,#ee8c28
Dash,$180.71 DASH,1508481418,2018-10-07,#008de4
Monero,$178.78 XMR,2788621022,2018-04-01,#f56f00
Dash,$178.52 DASH,1426442202,2017-06-18,#008de4
Litecoin,$178.02 LTC,9692232318,2018-05-06,#7d7d7d
Litecoin,$177.51 LTC,10502793498,2018-03-11,#7d7d7d
Bitcoin,$176.6 BTC,2339831217,2013-10-27,#f2a900
Ethereum,$174.18 ETH,18288411984,2018-11-18,#3c3c3d
Omni,$174.11 OMNI,110826473,2014-01-05,#281c9b
Bitcoin,$171.66 BTC,2073319140,2013-10-20,#f2a900
Omni,$170.15 OMNI,111753212,2013-12-29,#281c9b
Monero,$169.99 XMR,2767651311,2018-04-08,#f56f00
Ethereum,$169.57 ETH,14687441605,2017-07-16,#3c3c3d
Monero,$168.57 XMR,2516566124,2017-11-26,#f56f00
Dash,$165.62 DASH,1385980673,2018-08-12,#008de4
Dash,$165.61 DASH,1283554763,2017-07-02,#008de4
Monero,$164.47 XMR,2669603313,2018-05-27,#f56f00
Monero,$162.66 XMR,2726015776,2018-06-03,#f56f00
Dash,$161.77 DASH,1350880368,2018-11-11,#008de4
Dash,$161.21 DASH,1319412536,2018-10-14,#008de4
Litecoin,$160.38 LTC,8151908186,2018-02-04,#7d7d7d
Zcash,$160.04 ZEC,291213268,2017-07-16,#f2ca07
Litecoin,$158.86 LTC,8931055242,2018-03-25,#7d7d7d
Ethereum,$158.82 ETH,15689192548,2017-05-28,#3c3c3d
Litecoin,$155.63 LTC,8063839922,2017-12-10,#7d7d7d
Litecoin,$155.39 LTC,8220569162,2018-02-11,#7d7d7d
Monero,$154.99 XMR,2248778356,2018-06-10,#f56f00
Dash,$154.87 DASH,1373101248,2018-11-04,#008de4
Dash,$154.76 DASH,1297464930,2018-10-21,#008de4
Dash,$153.64 DASH,1315197669,2018-10-28,#008de4
Litecoin,$152.54 LTC,8580189410,2018-03-18,#7d7d7d
Dash,$152.22 DASH,1277744556,2018-08-19,#008de4
Litecoin,$152.16 LTC,8650921305,2018-04-29,#7d7d7d
Dash,$151.99 DASH,1385072144,2017-06-11,#008de4
NEO,$150.23 NEO,8521175000,2018-01-21,#00db1d
Litecoin,$148.61 LTC,8249632683,2018-04-22,#7d7d7d
Dash,$144.92 DASH,1173572867,2018-08-26,#008de4
Dash,$143.88 DASH,1052612470,2017-06-04,#008de4
Litecoin,$141.8 LTC,8172151736,2018-05-13,#7d7d7d
NEO,$140.56 NEO,11077170000,2018-01-14,#00db1d
NEO,$140.37 NEO,9890140000,2018-01-28,#00db1d
Monero,$139.7 XMR,2201591114,2018-07-29,#f56f00
Dash,$139.65 DASH,985594980,2017-07-16,#008de4
Monero,$137.6 XMR,1959969163,2017-08-27,#f56f00
NEO,$136.4 NEO,8279440000,2018-02-18,#00db1d
Bitcoin,$135.3 BTC,1488566728,2013-04-28,#f2a900
Monero,$135.28 XMR,2238474381,2018-07-08,#f56f00
Litecoin,$135.27 LTC,7910023833,2018-05-20,#7d7d7d
Bitcoin,$135.19 BTC,1634968839,2013-10-13,#f2a900
Bitcoin,$135.14 BTC,1610215347,2013-09-01,#f2a900
Bitcoin,$134.9 BTC,1616584505,2013-09-29,#f2a900
Dash,$132.92 DASH,1122196360,2018-11-18,#008de4
Bitcoin,$131.99 BTC,1495293015,2013-05-26,#f2a900
Monero,$131.88 XMR,2091722948,2018-07-22,#f56f00
Monero,$131.05 XMR,2100427300,2018-07-01,#f56f00
Monero,$130.72 XMR,1990643585,2017-11-19,#f56f00
Bitcoin,$129.4 BTC,1526085146,2013-09-15,#f2a900
Bitcoin,$129.3 BTC,1373837500,2013-06-02,#f2a900
Omni,$128.89 OMNI,78912205,2014-01-12,#281c9b
Bitcoin,$128.36 BTC,1522686975,2013-10-06,#f2a900
Bitcoin,$127.87 BTC,1515584736,2013-09-22,#f2a900
Ethereum,$127.54 ETH,14500421529,2017-05-21,#3c3c3d
Omni,$127.45 OMNI,65947150,2014-01-26,#281c9b
Monero,$126.97 XMR,2002540045,2018-06-17,#f56f00
Litecoin,$126.67 LTC,7407732783,2018-04-15,#7d7d7d
Omni,$125.1 OMNI,87810387,2014-01-19,#281c9b
Monero,$124.93 XMR,1894080701,2017-09-03,#f56f00
Bitcoin,$124.13 BTC,1419836072,2013-09-08,#f2a900
Litecoin,$123.29 LTC,7130994474,2018-06-03,#7d7d7d
Bitcoin,$123.21 BTC,1363204703,2013-05-19,#f2a900
Monero,$123.13 XMR,2011654080,2018-07-15,#f56f00
Monero,$122.27 XMR,2012832274,2018-09-23,#f56f00
NEO,$122.21 NEO,6984575000,2018-02-04,#00db1d
NEO,$121.83 NEO,7758270000,2018-03-04,#00db1d
Monero,$120.99 XMR,1972847418,2018-09-02,#f56f00
Monero,$119.6 XMR,1900531381,2017-11-12,#f56f00
Bitcoin,$119.6 BTC,1417198897,2013-08-25,#f2a900
Monero,$118.77 XMR,1920863921,2018-09-16,#f56f00
Litecoin,$118.5 LTC,6692969134,2018-05-27,#7d7d7d
NEO,$118.29 NEO,7700160000,2018-02-25,#00db1d
Litecoin,$117.56 LTC,6093573160,2018-06-10,#7d7d7d
Litecoin,$116.9 LTC,6440292739,2018-04-01,#7d7d7d
Litecoin,$116.29 LTC,6589392072,2018-04-08,#7d7d7d
Monero,$115.64 XMR,1692132575,2017-09-10,#f56f00
Bitcoin,$115.64 BTC,1281982625,2013-05-12,#f2a900
Monero,$115.24 XMR,1872937898,2018-10-07,#f56f00
Monero,$115.15 XMR,1960472985,2018-06-24,#f56f00
Monero,$114.89 XMR,1912556685,2018-09-30,#f56f00
Monero,$114.06 XMR,1907661637,2018-08-05,#f56f00
Ethereum,$113.13 ETH,12043900588,2018-11-25,#3c3c3d
Bitcoin,$112.9 BTC,1288693176,2013-05-05,#f2a900
Bitcoin,$112.75 BTC,1313544013,2013-08-18,#f2a900
NEO,$110.45 NEO,6720935000,2018-02-11,#00db1d
Bitcoin,$108.2 BTC,1218626490,2013-06-23,#f2a900
Bitcoin,$107.89 BTC,1126642500,2013-06-09,#f2a900
Zcash,$107.83 ZEC,130037477,2017-05-07,#f2ca07
Dash,$107.55 DASH,776516936,2017-03-19,#008de4
Monero,$106.88 XMR,1849573636,2018-11-04,#f56f00
Veritaseum,$106.74 VERI,269789919,2017-07-16,#f59d00
Monero,$105.17 XMR,1761831190,2018-11-11,#f56f00
Bitcoin,$104.95 BTC,1209797378,2013-08-04,#f2a900
Monero,$104.29 XMR,1741174254,2018-09-09,#f56f00
Monero,$104.14 XMR,1734804636,2018-10-28,#f56f00
Monero,$103.84 XMR,1734894272,2018-10-21,#f56f00
Bitcoin,$103 BTC,1211789250,2013-08-11,#f2a900
Monero,$102.15 XMR,1663862341,2018-10-14,#f56f00
NEO,$101.12 NEO,6657885000,2018-01-07,#00db1d
Dash,$100.72 DASH,745883148,2017-05-21,#008de4
Dash,$100.42 DASH,792050609,2017-05-28,#008de4
Litecoin,$100.19 LTC,5479554408,2017-12-03,#7d7d7d
Monero,$99.94 XMR,1444160248,2017-10-15,#f56f00
Bitcoin,$99.8 BTC,1124306272,2013-06-16,#f2a900
Dash,$99.53 DASH,774010031,2017-05-07,#008de4
Bitcoin,$98.7 BTC,1080917760,2013-07-14,#f2a900
Monero,$98.21 XMR,1607490813,2018-08-19,#f56f00
Ethereum,$97.87 ETH,8592854298,2017-05-07,#3c3c3d
Litecoin,$97.72 LTC,5480226337,2018-06-17,#7d7d7d
Zcash,$96.18 ZEC,112048508,2017-04-30,#f2ca07
Monero,$95.59 XMR,1413301392,2017-10-01,#f56f00
Bitcoin,$95 BTC,1096957771,2013-06-30,#f2a900
Monero,$94.97 XMR,1415252897,2017-09-17,#f56f00
Bitcoin,$94.4 BTC,1144602838,2013-07-28,#f2a900
Dash,$94.31 DASH,673067648,2017-03-26,#008de4
Dash,$94.21 DASH,664882851,2017-04-30,#008de4
Qtum,$94.07 QTUM,6328875593,2018-01-07,#0099cc
Monero,$93.49 XMR,1516148059,2018-08-12,#f56f00
Dash,$93.04 DASH,774064956,2018-11-25,#008de4
Monero,$92.8 XMR,1558438124,2018-08-26,#f56f00
Monero,$91.76 XMR,1354030337,2017-09-24,#f56f00
Monero,$91.39 XMR,1363880493,2017-10-08,#f56f00
Ethereum,$90.87 ETH,8317148601,2017-05-14,#3c3c3d
Bitcoin,$89.82 BTC,1038798980,2013-07-21,#f2a900
Dash,$89.56 DASH,655214204,2017-05-14,#008de4
Litecoin,$88.94 LTC,4640580647,2017-11-26,#7d7d7d
Monero,$88.33 XMR,1482156672,2018-11-18,#f56f00
Monero,$88.18 XMR,1320710396,2017-10-22,#f56f00
Monero,$87.31 XMR,1322357279,2017-11-05,#f56f00
Monero,$86.27 XMR,1355008519,2017-10-29,#f56f00
Litecoin,$86.26 LTC,4722977524,2018-07-08,#7d7d7d
NEO,$85.44 NEO,5927200500,2018-03-11,#00db1d
NEO,$84.3 NEO,5431127000,2018-05-06,#00db1d
Litecoin,$84.26 LTC,4783253313,2018-07-22,#7d7d7d
Litecoin,$84.05 LTC,4845428837,2018-07-29,#7d7d7d
Litecoin,$82.74 LTC,4614286500,2018-06-24,#7d7d7d
Litecoin,$81.5 LTC,4591723093,2018-07-01,#7d7d7d
Litecoin,$78.98 LTC,4054990308,2017-09-03,#7d7d7d
Omni,$78.31 OMNI,41102056,2014-02-16,#281c9b
Omni,$77.88 OMNI,53732345,2014-02-02,#281c9b
Litecoin,$76.7 LTC,4532784609,2018-07-15,#7d7d7d
NEO,$76.59 NEO,5919667000,2018-04-29,#00db1d
Omni,$75.18 OMNI,42697397,2014-04-20,#281c9b
Dash,$75.07 DASH,545099704,2017-04-16,#008de4
NEO,$74.53 NEO,4794510500,2018-04-22,#00db1d
Litecoin,$73.38 LTC,4305369689,2018-08-05,#7d7d7d
Zcash,$72.94 ZEC,78788831,2017-04-16,#f2ca07
Dash,$72.71 DASH,551935261,2017-03-12,#008de4
NEO,$72.56 NEO,4937439000,2017-12-31,#00db1d
Dash,$71.18 DASH,499348698,2017-04-23,#008de4
Litecoin,$69.51 LTC,3858885781,2017-11-19,#7d7d7d
Zcash,$68.75 ZEC,76417367,2017-04-23,#f2ca07
Bitcoin,$68.75 BTC,848838979,2013-07-07,#f2a900
