"date";"value";"type";"name";"color"
"2007-11-08";"22821496";"seankingston";"Sean Kingston-Beautiful Girls";"#00a581"
"2007-12-31";"30495387";"seankingston";"Sean Kingston-Beautiful Girls";"#00a581"
"2008-03-05";"39511479";"seankingston";"Sean Kingston-Beautiful Girls";"#00a581"
"2006-04-14";"3419724";"Sefarad";"Tiesto - Adagio for strings";"#23bf00"
"2010-08-03";"137379702";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2010-10-29";"222608547";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2011-05-30";"347160233";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2011-12-31";"429921510";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2012-05-27";"471282892";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2012-11-17";"500016526";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2013-02-01";"507773697";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2014-09-01";"734403294";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2015-02-08";"804412988";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2015-08-04";"897653586";"Shakira";"Shakira - Waka Waka (This Time for Africa) ";"#daea00"
"2017-09-21";"1818665892";"Shakira";"Shakira - Chantaje (Official video) ft. Maluma";"#daea00"
"2017-12-12";"2012108758";"Shakira";"Shakira - Chantaje (Official video) ft. Maluma";"#daea00"
"2019-01-09";"2302490577";"Shakira";"Shakira - Chantaje (Official Video) ft. Maluma";"#daea00"
"2009-05-29";"104252859";"SHOWTIME";"Lezberado: Revenge Fantasies";"#a52c79"
"2009-07-08";"105056372";"SHOWTIME";"Lezberado: Revenge Fantasies";"#a52c79"
"2009-12-19";"106365340";"SHOWTIME";"Lezberado: Revenge Fantasies";"#a52c79"
"2010-05-22";"108930897";"SHOWTIME";"Lezberado: Revenge Fantasies";"#a52c79"
"2015-08-04";"838969391";"Sia";"Sia - Chandelier (Official Video)";"#ea8800"
"2016-04-30";"1245984966";"Sia";"Sia - Chandelier (Official Video)";"#ea8800"
"2016-11-02";"1435244152";"Sia";"Sia - Chandelier (Official Video)";"#ea8800"
"2017-03-05";"1541551205";"Sia";"Sia - Chandelier (Official Video)";"#ea8800"
"2005-12-20";"328107";"skateracl";"Invisible Boards";"#ea1700"
"2006-02-18";"2370619";"smosh";"Pokemon Theme Music Video";"#f20014"
"2006-04-14";"8178265";"smosh";"Pokemon Theme Music Video";"#f20014"
"2006-07-07";"13536776";"smosh";"Pokemon Theme Music Video";"#f20014"
"2006-08-21";"5323218";"smosh";"Mortal Kombat Theme";"#f20014"
"2006-08-21";"15346556";"smosh";"Pokemon Theme Music Video";"#f20014"
"2006-11-21";"6321670";"smosh";"Mortal Kombat Theme";"#f20014"
"2006-11-21";"17327464";"smosh";"Pokemon Theme Music Video";"#f20014"
"2007-01-05";"6724284";"smosh";"Mortal Kombat Theme";"#f20014"
"2007-01-05";"18253606";"smosh";"Pokemon Theme Music Video";"#f20014"
"2007-03-23";"8030735";"smosh";"Mortal Kombat Theme";"#f20014"
"2007-03-23";"21462230";"smosh";"Pokemon Theme Music Video";"#f20014"
"2007-04-08";"8262629";"smosh";"Mortal Kombat Theme";"#f20014"
"2007-04-08";"22038532";"smosh";"Pokemon Theme Music Video";"#f20014"
"2007-12-31";"27562990";"SouljaBoy";"Soulja Boy Tell Em - Crank That";"#7800f1"
"2008-03-05";"33393293";"SouljaBoy";"Soulja Boy Tell Em - Crank That";"#7800f1"
"2008-11-30";"42073111";"SouljaBoy";"Soulja Boy Tell Em - Crank That";"#7800f1"
"2007-11-08";"30616104";"srcrecords";"Akon - Don't Matter";"#0c00f0"
"2007-12-31";"35378988";"srcrecords";"Akon - Don't Matter";"#0c00f0"
"2008-03-05";"41365775";"srcrecords";"Akon - Don't Matter";"#0c00f0"
"2008-06-11";"49773899";"srcrecords";"Akon - Don't Matter";"#0c00f0"
"2008-11-30";"59381806";"srcrecords";"Akon - Don't Matter";"#0c00f0"
"2009-07-08";"64516495";"srcrecords";"Akon - Don't Matter";"#0c00f0"
"2007-12-31";"25549381";"steviegrim2006";"Mika Grace Kelly";"#0097ef"
"2006-07-07";"5090822";"talaskinboit";"5 feet";"#00a581"
"2006-08-21";"5944024";"talaskinboit";"5 feet";"#00a581"
"2006-11-21";"7301917";"talaskinboit";"5 feet";"#00a581"
"2007-01-05";"8042539";"talaskinboit";"5 feet";"#00a581"
"2005-12-20";"315311";"tasha";"Hey clip";"#23bf00"
"2006-04-14";"2920217";"tasha";"Hey clip";"#23bf00"
"2006-07-07";"6725421";"tasha";"Hey clip";"#23bf00"
"2006-08-21";"8359926";"tasha";"Hey clip";"#23bf00"
"2006-11-21";"11045129";"tasha";"Hey clip";"#23bf00"
"2007-01-05";"11963133";"tasha";"Hey clip";"#23bf00"
"2007-03-23";"13682802";"tasha";"Hey clip";"#23bf00"
"2007-04-08";"13955085";"tasha";"Hey clip";"#23bf00"
"2015-08-04";"1066501578";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2015-08-04";"967829192";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2016-04-30";"1572969955";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2016-04-30";"1432078705";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2016-11-02";"1820268657";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2016-11-02";"1699417256";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2017-03-05";"1977086981";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2017-03-05";"1949628189";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2017-07-14";"2101201871";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2017-07-14";"2247928206";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2017-09-21";"2168142219";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2017-09-21";"2383951820";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2017-12-12";"2230726971";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2017-12-12";"2453537934";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2019-01-09";"2388321932";"Taylor Swift";"Taylor Swift - Blank Space";"#a52c79"
"2019-01-09";"2716372123";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2019-03-06";"2750213727";"Taylor Swift";"Taylor Swift - Shake It Off";"#a52c79"
"2006-04-14";"5600949";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2006-07-07";"8102305";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2006-08-21";"8816300";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2006-11-21";"10157240";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2007-01-05";"10823545";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2007-03-23";"12551840";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2007-04-08";"12824960";"TexMachina";"Real Life Simpsons Intro";"#ea8800"
"2017-09-21";"1842253145";"The Chainsmokers";"The Chainsmokers - Closer (Lyric) ft. Halsey";"#ea1700"
"2010-10-29";"91316089";"TheLonelyIsland";"The Lonely Island - Jizz In My Pants";"#f20014"
"2007-11-08";"29474961";"TimbalandMusic";"Timbaland - The Way I Are ";"#7800f1"
"2007-12-31";"35537079";"TimbalandMusic";"Timbaland - The Way I Are ";"#7800f1"
"2008-03-05";"41443257";"TimbalandMusic";"Timbaland - The Way I Are ";"#7800f1"
"2008-11-30";"55694662";"TimbalandMusic";"Timbaland - The Way I Are ";"#7800f1"
"2005-12-20";"242311";"UCBearcats1125";"Girls Wanna Have Fun";"#0c00f0"
"2010-05-22";"119210994";"UltraRecords";"Pitbull - I Know You Want Me ";"#0097ef"
"2010-08-03";"135111488";"UltraRecords";"Pitbull - I Know You Want Me ";"#0097ef"
"2010-10-29";"148996211";"UltraRecords";"Pitbull - I Know You Want Me ";"#0097ef"
"2011-05-30";"180813147";"UltraRecords";"Pitbull - I Know You Want Me ";"#0097ef"
"2006-02-18";"2103834";"wachy712";"SNL Lettuce Skit Remake **FUNNY**";"#00a581"
"2015-08-04";"773433872";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2016-04-30";"1677517717";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2016-11-02";"2129604077";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2017-03-05";"2492395656";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2017-07-14";"2894763398";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2017-09-21";"3118610820";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2017-12-12";"3267182786";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2019-01-09";"3949202011";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2019-03-06";"4030986926";"Wiz Khalifa";"Wiz Khalifa - See You Again ft. Charlie Puth ";"#23bf00"
"2006-04-14";"4111212";"woobe";"Vicky Pollard";"#a52c79"
"2006-04-14";"3368830";"XxChisizmyangelxX";"Beautiful Soul";"#ea8800"
"2005-12-20";"230503";"youtubedude";"SNL - The Chronic of Narnia Rap";"#ea1700"
